"itag","go"
"Solyc03g026240","GO:0000166"
"Solyc03g026240","GO:0003676"
"Solyc03g026250","GO:0000160"
"Solyc03g026250","GO:0000166"
"Solyc03g026250","GO:0003677"
"Solyc03g026270","GO:0003677"
"Solyc03g026270","GO:0003700"
"Solyc03g026280","GO:0003677"
"Solyc03g026280","GO:0003700"
"Solyc03g026310","GO:0005524"
"Solyc03g026315","GO:0005524"
"Solyc03g026315","GO:0005524"
"Solyc03g026345","GO:0004672"
"Solyc03g026345","GO:0004672"
"Solyc03g026345","GO:0005524"
"Solyc03g026350","GO:0005515"
"Solyc03g026350","GO:0046872"
"Solyc03g026373","GO:0005506"
"Solyc03g026373","GO:0016705"
"Solyc03g026377","GO:0005506"
"Solyc03g026400","GO:0005515"
"Solyc03g026410","GO:0005515"
"Solyc03g026413","GO:0005515"
"Solyc03g031420","GO:0003824"
"Solyc03g031430","GO:0006807"
"Solyc03g031440","GO:0003955"
"Solyc03g031440","GO:0016491"
"Solyc03g031450","GO:0046983"
"Solyc03g031460","GO:0005515"
"Solyc03g031470","GO:0003824"
"Solyc03g031530","GO:0016021"
"Solyc03g031535","GO:0004672"
"Solyc03g031535","GO:0004672"
"Solyc03g031540","GO:0004672"
"Solyc03g031540","GO:0004672"
"Solyc03g031560","GO:0009245"
"Solyc03g031560","GO:0016740"
"Solyc03g031590","GO:0006873"
"Solyc03g031590","GO:0016021"
"Solyc03g031600","GO:0016021"
"Solyc03g031620","GO:0003824"
"Solyc03g031620","GO:0016671"
"Solyc03g031620","GO:0045454"
"Solyc03g031630","GO:0005509"
"Solyc03g031670","GO:0004672"
"Solyc03g031670","GO:0004672"
"Solyc03g031670","GO:0005509"
"Solyc03g031670","GO:0005524"
"Solyc03g031690","GO:0006351"
"Solyc03g031700","GO:0016226"
"Solyc03g031720","GO:0000166"
"Solyc03g031720","GO:0003676"
"Solyc03g031730","GO:0004553"
"Solyc03g031730","GO:0005975"
"Solyc03g031740","GO:0000166"
"Solyc03g031740","GO:0003676"
"Solyc03g031740","GO:0004553"
"Solyc03g031740","GO:0005215"
"Solyc03g031740","GO:0005975"
"Solyc03g031760","GO:0008289"
"Solyc03g031800","GO:0004553"
"Solyc03g031800","GO:0005618"
"Solyc03g031800","GO:0010411"
"Solyc03g031810","GO:0003743"
"Solyc03g031810","GO:0003743"
"Solyc03g031820","GO:0003743"
"Solyc03g031820","GO:0003743"
"Solyc03g031820","GO:0005515"
"Solyc03g031820","GO:0005634"
"Solyc03g031830","GO:0005515"
"Solyc03g031840","GO:0005576"
"Solyc03g031840","GO:0009664"
"Solyc03g031860","GO:0004310"
"Solyc03g031860","GO:0009058"
"Solyc03g031860","GO:0016765"
"Solyc03g031870","GO:0003824"
"Solyc03g031880","GO:0016491"
"Solyc03g031920","GO:0055085"
"Solyc03g031940","GO:0003824"
"Solyc03g031970","GO:0003677"
"Solyc03g031970","GO:0003677"
"Solyc03g031970","GO:0005515"
"Solyc03g031980","GO:0004672"
"Solyc03g031980","GO:0004672"
"Solyc03g031980","GO:0005524"
"Solyc03g031980","GO:0030246"
"Solyc03g031990","GO:0016021"
"Solyc03g032000","GO:0004791"
"Solyc03g032000","GO:0016491"
"Solyc03g032010","GO:0004420"
"Solyc03g032010","GO:0004420"
"Solyc03g032010","GO:0004420"
"Solyc03g032010","GO:0015936"
"Solyc03g032010","GO:0050662"
"Solyc03g032020","GO:0004420"
"Solyc03g032020","GO:0004420"
"Solyc03g032020","GO:0004420"
"Solyc03g032020","GO:0015936"
"Solyc03g032020","GO:0050662"
"Solyc03g032040","GO:0005215"
"Solyc03g032040","GO:0016020"
"Solyc03g032040","GO:0016021"
"Solyc03g032050","GO:0005525"
"Solyc03g032060","GO:0005515"
"Solyc03g032070","GO:0003678"
"Solyc03g032070","GO:0043141"
"Solyc03g032080","GO:0016021"
"Solyc03g032110","GO:0098519"
"Solyc03g032120","GO:0098519"
"Solyc03g032140","GO:0000166"
"Solyc03g032140","GO:0003676"
"Solyc03g032150","GO:0004672"
"Solyc03g032150","GO:0004672"
"Solyc03g032150","GO:0005524"
"Solyc03g032160","GO:0005515"
"Solyc03g032180","GO:0003723"
"Solyc03g032190","GO:0005634"
"Solyc03g032210","GO:0003824"
"Solyc03g032220","GO:0008171"
"Solyc03g032240","GO:0006812"
"Solyc03g032245","GO:0005515"
"Solyc03g033300","GO:0008519"
"Solyc03g033300","GO:0008519"
"Solyc03g033300","GO:0016020"
"Solyc03g033310","GO:0000166"
"Solyc03g033310","GO:0003676"
"Solyc03g033320","GO:0005506"
"Solyc03g033320","GO:0016491"
"Solyc03g033330","GO:0005515"
"Solyc03g033340","GO:0003824"
"Solyc03g033340","GO:0004722"
"Solyc03g033340","GO:0043169"
"Solyc03g033350","GO:0004190"
"Solyc03g033360","GO:0004190"
"Solyc03g033380","GO:0005515"
"Solyc03g033390","GO:0005515"
"Solyc03g033400","GO:0008565"
"Solyc03g033420","GO:0005525"
"Solyc03g033420","GO:0005525"
"Solyc03g033430","GO:0006511"
"Solyc03g033450","GO:0008168"
"Solyc03g033460","GO:0055085"
"Solyc03g033500","GO:0003676"
"Solyc03g033510","GO:0005488"
"Solyc03g033510","GO:0005515"
"Solyc03g033520","GO:0006397"
"Solyc03g033530","GO:0004518"
"Solyc03g033530","GO:0008270"
"Solyc03g033535","GO:0003677"
"Solyc03g033535","GO:0004518"
"Solyc03g033540","GO:0004672"
"Solyc03g033540","GO:0004672"
"Solyc03g033540","GO:0005509"
"Solyc03g033540","GO:0005524"
"Solyc03g033560","GO:0008270"
"Solyc03g033570","GO:0003677"
"Solyc03g033590","GO:0009733"
"Solyc03g033600","GO:0000387"
"Solyc03g033600","GO:0006396"
"Solyc03g033610","GO:0004672"
"Solyc03g033610","GO:0004672"
"Solyc03g033610","GO:0005515"
"Solyc03g033620","GO:0006508"
"Solyc03g033630","GO:0005515"
"Solyc03g033630","GO:0005515"
"Solyc03g033660","GO:0003677"
"Solyc03g033660","GO:0003700"
"Solyc03g033660","GO:0006355"
"Solyc03g033690","GO:0004601"
"Solyc03g033690","GO:0004601"
"Solyc03g033690","GO:0004601"
"Solyc03g033695","GO:0004601"
"Solyc03g033700","GO:0004601"
"Solyc03g033710","GO:0004601"
"Solyc03g033710","GO:0004601"
"Solyc03g033710","GO:0004601"
"Solyc03g033730","GO:0003700"
"Solyc03g033745","GO:0004298"
"Solyc03g033790","GO:0005524"
"Solyc03g033820","GO:0005524"
"Solyc03g033840","GO:0005524"
"Solyc03g033850","GO:0016020"
"Solyc03g033880","GO:0003677"
"Solyc03g033890","GO:0003677"
"Solyc03g033900","GO:0003677"
"Solyc03g033905","GO:0003677"
"Solyc03g033940","GO:0003677"
"Solyc03g033980","GO:0005515"
"Solyc03g033990","GO:0005886"
"Solyc03g034000","GO:0046983"
"Solyc03g034020","GO:0004842"
"Solyc03g034020","GO:0005488"
"Solyc03g034060","GO:0004672"
"Solyc03g034060","GO:0004672"
"Solyc03g034060","GO:0005524"
"Solyc03g034080","GO:0005515"
"Solyc03g034110","GO:0003677"
"Solyc03g034110","GO:0006355"
"Solyc03g034120","GO:0003677"
"Solyc03g034120","GO:0006355"
"Solyc03g034130","GO:0003677"
"Solyc03g034130","GO:0006355"
"Solyc03g034140","GO:0003955"
"Solyc03g034140","GO:0010181"
"Solyc03g034140","GO:0016491"
"Solyc03g034150","GO:0003677"
"Solyc03g034150","GO:0006355"
"Solyc03g034180","GO:0019904"
"Solyc03g034190","GO:0003735"
"Solyc03g034200","GO:0003676"
"Solyc03g034200","GO:0003723"
"Solyc03g034204","GO:0006508"
"Solyc03g034260","GO:0003677"
"Solyc03g034310","GO:0005515"
"Solyc03g034320","GO:0006541"
"Solyc03g034330","GO:0006869"
"Solyc03g034335","GO:0006508"
"Solyc03g034375","GO:0006869"
"Solyc03g034380","GO:0006869"
"Solyc03g034390","GO:0006869"
"Solyc03g034400","GO:0006855"
"Solyc03g034430","GO:0003743"
"Solyc03g034430","GO:0005488"
"Solyc03g034430","GO:0005515"
"Solyc03g034440","GO:0003743"
"Solyc03g034440","GO:0005488"
"Solyc03g034440","GO:0005515"
"Solyc03g034450","GO:0004842"
"Solyc03g034450","GO:0005515"
"Solyc03g034450","GO:0005515"
"Solyc03g034450","GO:0005634"
"Solyc03g034450","GO:0008270"
"Solyc03g034457","GO:0004842"
"Solyc03g034457","GO:0005515"
"Solyc03g034457","GO:0005515"
"Solyc03g034457","GO:0005634"
"Solyc03g034457","GO:0008270"
"Solyc03g036460","GO:0004842"
"Solyc03g036460","GO:0005515"
"Solyc03g036460","GO:0005515"
"Solyc03g036460","GO:0005634"
"Solyc03g036460","GO:0008270"
"Solyc03g036470","GO:0003824"
"Solyc03g036470","GO:0005737"
"Solyc03g036470","GO:0016841"
"Solyc03g036473","GO:0003824"
"Solyc03g036477","GO:0003677"
"Solyc03g036480","GO:0003824"
"Solyc03g042520","GO:0005515"
"Solyc03g042520","GO:0005634"
"Solyc03g042524","GO:0003677"
"Solyc03g042526","GO:0003677"
"Solyc03g042528","GO:0005634"
"Solyc03g042560","GO:0003824"
"Solyc03g042560","GO:0005737"
"Solyc03g043573","GO:0003677"
"Solyc03g043577","GO:0003677"
"Solyc03g043580","GO:0003677"
"Solyc03g043600","GO:0004842"
"Solyc03g043600","GO:0005515"
"Solyc03g043600","GO:0005634"
"Solyc03g043600","GO:0008270"
"Solyc03g043610","GO:0015078"
"Solyc03g043640","GO:0030001"
"Solyc03g043660","GO:0004252"
"Solyc03g043660","GO:0005515"
"Solyc03g043665","GO:0000982"
"Solyc03g043665","GO:0003677"
"Solyc03g043700","GO:0005488"
"Solyc03g043700","GO:0005515"
"Solyc03g043710","GO:0004672"
"Solyc03g043710","GO:0004672"
"Solyc03g043710","GO:0005524"
"Solyc03g043710","GO:0030246"
"Solyc03g043715","GO:0007015"
"Solyc03g043720","GO:0007015"
"Solyc03g043750","GO:0016491"
"Solyc03g043770","GO:0004672"
"Solyc03g043770","GO:0004672"
"Solyc03g043770","GO:0005515"
"Solyc03g043810","GO:0003700"
"Solyc03g043820","GO:0003700"
"Solyc03g043830","GO:0003700"
"Solyc03g043840","GO:0003700"
"Solyc03g043850","GO:0004129"
"Solyc03g043855","GO:0016787"
"Solyc03g043860","GO:0016787"
"Solyc03g043870","GO:0004842"
"Solyc03g043880","GO:0003824"
"Solyc03g043880","GO:0004084"
"Solyc03g043890","GO:0003824"
"Solyc03g043890","GO:0003824"
"Solyc03g043890","GO:0009058"
"Solyc03g043900","GO:0003700"
"Solyc03g043920","GO:0016021"
"Solyc03g043930","GO:0016021"
"Solyc03g043940","GO:0008168"
"Solyc03g043940","GO:0008171"
"Solyc03g043950","GO:0004042"
"Solyc03g043950","GO:0008080"
"Solyc03g043960","GO:0005525"
"Solyc03g043960","GO:0005525"
"Solyc03g044000","GO:0003735"
"Solyc03g044000","GO:0003735"
"Solyc03g044010","GO:0005741"
"Solyc03g044020","GO:0005488"
"Solyc03g044020","GO:0005634"
"Solyc03g044040","GO:0005515"
"Solyc03g044050","GO:0003735"
"Solyc03g044085","GO:0004553"
"Solyc03g044085","GO:0005975"
"Solyc03g044097","GO:0004601"
"Solyc03g044097","GO:0004601"
"Solyc03g044100","GO:0004601"
"Solyc03g044100","GO:0004601"
"Solyc03g044110","GO:0003677"
"Solyc03g044120","GO:0003824"
"Solyc03g044120","GO:0006520"
"Solyc03g044120","GO:0016831"
"Solyc03g044140","GO:0004672"
"Solyc03g044140","GO:0004672"
"Solyc03g044140","GO:0005524"
"Solyc03g044150","GO:0004252"
"Solyc03g044160","GO:0004672"
"Solyc03g044160","GO:0004672"
"Solyc03g044160","GO:0005524"
"Solyc03g044190","GO:0016491"
"Solyc03g044200","GO:0008270"
"Solyc03g044200","GO:0016491"
"Solyc03g044200","GO:0055114"
"Solyc03g044210","GO:0045735"
"Solyc03g044220","GO:0005515"
"Solyc03g044230","GO:0006508"
"Solyc03g044230","GO:0008234"
"Solyc03g044240","GO:0006508"
"Solyc03g044240","GO:0008234"
"Solyc03g044270","GO:0003824"
"Solyc03g044270","GO:0008033"
"Solyc03g044273","GO:0005515"
"Solyc03g044277","GO:0005515"
"Solyc03g044280","GO:0006508"
"Solyc03g044280","GO:0008234"
"Solyc03g044300","GO:0003677"
"Solyc03g044300","GO:0003700"
"Solyc03g044300","GO:0003700"
"Solyc03g044330","GO:0000287"
"Solyc03g044330","GO:0000287"
"Solyc03g044330","GO:0003824"
"Solyc03g044330","GO:0030976"
"Solyc03g044380","GO:0005515"
"Solyc03g044380","GO:0031519"
"Solyc03g044385","GO:0003676"
"Solyc03g044385","GO:0046983"
"Solyc03g044430","GO:0004514"
"Solyc03g044430","GO:0004516"
"Solyc03g044440","GO:0003735"
"Solyc03g044440","GO:0003735"
"Solyc03g044460","GO:0046983"
"Solyc03g044480","GO:0004861"
"Solyc03g044510","GO:0008146"
"Solyc03g044530","GO:0048364"
"Solyc03g044560","GO:0048364"
"Solyc03g044580","GO:0048364"
"Solyc03g044660","GO:0003824"
"Solyc03g044660","GO:0008152"
"Solyc03g044660","GO:0008840"
"Solyc03g044670","GO:0008152"
"Solyc03g044670","GO:0051287"
"Solyc03g044690","GO:0006355"
"Solyc03g044700","GO:0006355"
"Solyc03g044710","GO:0006629"
"Solyc03g044710","GO:0008152"
"Solyc03g044743","GO:0005506"
"Solyc03g044830","GO:0005515"
"Solyc03g044840","GO:0000723"
"Solyc03g044890","GO:0008934"
"Solyc03g044890","GO:0046854"
"Solyc03g044900","GO:0005509"
"Solyc03g044910","GO:0016021"
"Solyc03g044930","GO:0006952"
"Solyc03g045010","GO:0003824"
"Solyc03g045020","GO:0003824"
"Solyc03g045020","GO:0006520"
"Solyc03g045020","GO:0016831"
"Solyc03g045020","GO:0016831"
"Solyc03g045060","GO:0003676"
"Solyc03g045070","GO:0008519"
"Solyc03g045070","GO:0008519"
"Solyc03g045087","GO:0003676"
"Solyc03g045087","GO:0046983"
"Solyc03g045090","GO:0016021"
"Solyc03g045110","GO:0003735"
"Solyc03g045110","GO:0006412"
"Solyc03g045123","GO:0003676"
"Solyc03g045140","GO:0016491"
"Solyc03g045150","GO:0016491"
"Solyc03g046200","GO:0052861"
"Solyc03g046207","GO:0005515"
"Solyc03g046207","GO:0043531"
"Solyc03g046290","GO:0003676"
"Solyc03g046290","GO:0046983"
"Solyc03g046340","GO:0004222"
"Solyc03g046340","GO:0005524"
"Solyc03g046440","GO:0003700"
"Solyc03g046450","GO:0005488"
"Solyc03g046493","GO:0005506"
"Solyc03g046497","GO:0005506"
"Solyc03g046497","GO:0016705"
"Solyc03g046515","GO:0005506"
"Solyc03g046515","GO:0016705"
"Solyc03g046543","GO:0005506"
"Solyc03g046547","GO:0046983"
"Solyc03g046590","GO:0051225"
"Solyc03g046598","GO:0016787"
"Solyc03g051625","GO:0003676"
"Solyc03g051625","GO:0046983"
"Solyc03g051780","GO:0004650"
"Solyc03g051785","GO:0005515"
"Solyc03g051800","GO:0004672"
"Solyc03g051800","GO:0004672"
"Solyc03g051810","GO:0016021"
"Solyc03g051900","GO:0003676"
"Solyc03g051900","GO:0005515"
"Solyc03g051900","GO:0005634"
"Solyc03g051900","GO:0006396"
"Solyc03g051950","GO:0005515"
"Solyc03g051960","GO:0080019"
"Solyc03g052980","GO:0003676"
"Solyc03g052990","GO:0006812"
"Solyc03g053070","GO:0043531"
"Solyc03g053080","GO:0003777"
"Solyc03g053100","GO:0003777"
"Solyc03g053105","GO:0004525"
"Solyc03g053130","GO:0009058"
"Solyc03g058160","GO:0046872"
"Solyc03g058190","GO:0003924"
"Solyc03g058190","GO:0005525"
"Solyc03g058210","GO:0003735"
"Solyc03g058213","GO:0003735"
"Solyc03g058213","GO:0003735"
"Solyc03g058230","GO:0016021"
"Solyc03g058247","GO:0003723"
"Solyc03g058247","GO:0005622"
"Solyc03g058350","GO:0003924"
"Solyc03g058350","GO:0005525"
"Solyc03g058365","GO:0003676"
"Solyc03g058370","GO:0008152"
"Solyc03g058380","GO:0003924"
"Solyc03g058380","GO:0005525"
"Solyc03g058400","GO:0004190"
"Solyc03g058405","GO:0003676"
"Solyc03g058405","GO:0003677"
"Solyc03g058420","GO:0003676"
"Solyc03g058420","GO:0003677"
"Solyc03g058420","GO:0046983"
"Solyc03g058430","GO:0006629"
"Solyc03g058430","GO:0016717"
"Solyc03g058450","GO:0004553"
"Solyc03g058450","GO:0005975"
"Solyc03g058853","GO:0005506"
"Solyc03g058853","GO:0016705"
"Solyc03g058855","GO:0005506"
"Solyc03g058860","GO:0003856"
"Solyc03g058880","GO:0003924"
"Solyc03g058880","GO:0005525"
"Solyc03g058881","GO:0003676"
"Solyc03g058881","GO:0046983"
"Solyc03g058882","GO:0046982"
"Solyc03g058884","GO:0046982"
"Solyc03g058888","GO:0046982"
"Solyc03g058890","GO:0030570"
"Solyc03g058920","GO:0005741"
"Solyc03g058920","GO:0005741"
"Solyc03g058950","GO:0003993"
"Solyc03g058953","GO:0003676"
"Solyc03g058953","GO:0046983"
"Solyc03g058957","GO:0003676"
"Solyc03g058957","GO:0046983"
"Solyc03g058960","GO:0003993"
"Solyc03g058970","GO:0003824"
"Solyc03g058990","GO:0003735"
"Solyc03g059020","GO:0004672"
"Solyc03g059070","GO:0004672"
"Solyc03g059070","GO:0004672"
"Solyc03g059070","GO:0005524"
"Solyc03g059080","GO:0004672"
"Solyc03g059080","GO:0004672"
"Solyc03g059080","GO:0004713"
"Solyc03g059080","GO:0005524"
"Solyc03g059100","GO:0005515"
"Solyc03g059150","GO:0006813"
"Solyc03g059200","GO:0003677"
"Solyc03g059230","GO:0003735"
"Solyc03g059250","GO:0004672"
"Solyc03g059250","GO:0004672"
"Solyc03g059250","GO:0005524"
"Solyc03g059260","GO:0005515"
"Solyc03g059260","GO:0006508"
"Solyc03g059270","GO:0003676"
"Solyc03g059270","GO:0046872"
"Solyc03g059275","GO:0003676"
"Solyc03g059275","GO:0046983"
"Solyc03g059300","GO:0003677"
"Solyc03g059310","GO:0005515"
"Solyc03g059360","GO:0000166"
"Solyc03g059380","GO:0005524"
"Solyc03g059390","GO:0016021"
"Solyc03g059420","GO:0003682"
"Solyc03g059420","GO:0005488"
"Solyc03g059420","GO:0005515"
"Solyc03g059420","GO:0005515"
"Solyc03g059490","GO:0004672"
"Solyc03g059490","GO:0004672"
"Solyc03g059490","GO:0005515"
"Solyc03g059490","GO:0005524"
"Solyc03g061560","GO:0008137"
"Solyc03g061600","GO:0005515"
"Solyc03g061650","GO:0005515"
"Solyc03g062650","GO:0005488"
"Solyc03g062660","GO:0004672"
"Solyc03g062660","GO:0005515"
"Solyc03g062670","GO:0003677"
"Solyc03g062680","GO:0019888"
"Solyc03g062700","GO:0005488"
"Solyc03g062710","GO:0003824"
"Solyc03g062720","GO:0003824"
"Solyc03g062745","GO:0006397"
"Solyc03g062750","GO:0003677"
"Solyc03g062810","GO:0005515"
"Solyc03g062820","GO:0003677"
"Solyc03g062830","GO:0016787"
"Solyc03g062890","GO:0004784"
"Solyc03g062890","GO:0006801"
"Solyc03g062915","GO:0003677"
"Solyc03g062930","GO:0003677"
"Solyc03g062930","GO:0003677"
"Solyc03g062940","GO:0005515"
"Solyc03g063100","GO:0008429"
"Solyc03g063110","GO:0006631"
"Solyc03g063110","GO:0006633"
"Solyc03g063110","GO:0016491"
"Solyc03g063150","GO:0005507"
"Solyc03g063150","GO:0005507"
"Solyc03g063150","GO:0055114"
"Solyc03g063160","GO:0005515"
"Solyc03g063161","GO:0003676"
"Solyc03g063161","GO:0003677"
"Solyc03g063161","GO:0046983"
"Solyc03g063162","GO:0003677"
"Solyc03g063164","GO:0046982"
"Solyc03g063200","GO:0003676"
"Solyc03g063200","GO:0003723"
"Solyc03g063200","GO:0046872"
"Solyc03g063210","GO:0003677"
"Solyc03g063220","GO:0005524"
"Solyc03g063240","GO:0010181"
"Solyc03g063280","GO:0050832"
"Solyc03g063290","GO:0016787"
"Solyc03g063320","GO:0006812"
"Solyc03g063340","GO:0003677"
"Solyc03g063380","GO:0005515"
"Solyc03g063390","GO:0003690"
"Solyc03g063420","GO:0004298"
"Solyc03g063515","GO:0003676"
"Solyc03g063515","GO:0046983"
"Solyc03g063525","GO:0000166"
"Solyc03g063560","GO:0003824"
"Solyc03g063560","GO:0006537"
"Solyc03g063560","GO:0006807"
"Solyc03g063560","GO:0008152"
"Solyc03g063563","GO:0003676"
"Solyc03g063563","GO:0003677"
"Solyc03g063563","GO:0046983"
"Solyc03g063567","GO:0003676"
"Solyc03g063567","GO:0003677"
"Solyc03g063600","GO:0004385"
"Solyc03g063600","GO:0005515"
"Solyc03g063650","GO:0004672"
"Solyc03g063650","GO:0004672"
"Solyc03g063650","GO:0004674"
"Solyc03g063650","GO:0048544"
"Solyc03g063680","GO:0005515"
"Solyc03g063680","GO:0046872"
"Solyc03g063690","GO:0005515"
"Solyc03g063690","GO:0008270"
"Solyc03g063700","GO:0005488"
"Solyc03g063720","GO:0005515"
"Solyc03g063730","GO:0006855"
"Solyc03g063750","GO:0005515"
"Solyc03g063765","GO:0003676"
"Solyc03g063765","GO:0046983"
"Solyc03g063770","GO:0003735"
"Solyc03g063800","GO:0004129"
"Solyc03g063880","GO:0008152"
"Solyc03g063970","GO:0006810"
"Solyc03g064010","GO:0004672"
"Solyc03g064010","GO:0004672"
"Solyc03g064010","GO:0005515"
"Solyc03g064020","GO:0005525"
"Solyc03g064020","GO:0005525"
"Solyc03g065050","GO:0003735"
"Solyc03g065190","GO:0003824"
"Solyc03g065190","GO:0004722"
"Solyc03g065250","GO:0005506"
"Solyc03g065320","GO:0003677"
"Solyc03g065320","GO:0003899"
"Solyc03g065340","GO:0004645"
"Solyc03g065340","GO:0005975"
"Solyc03g065350","GO:0016491"
"Solyc03g065350","GO:0016616"
"Solyc03g065350","GO:0055114"
"Solyc03g070390","GO:0016866"
"Solyc03g070400","GO:0003723"
"Solyc03g070410","GO:0003723"
"Solyc03g070440","GO:0010215"
"Solyc03g070450","GO:0010215"
"Solyc03g070457","GO:0005086"
"Solyc03g070457","GO:0005488"
"Solyc03g070460","GO:0010215"
"Solyc03g070470","GO:0005086"
"Solyc03g070470","GO:0005488"
"Solyc03g071490","GO:0006855"
"Solyc03g071520","GO:0030246"
"Solyc03g071550","GO:0005515"
"Solyc03g071550","GO:0005515"
"Solyc03g071550","GO:0008080"
"Solyc03g071555","GO:0000166"
"Solyc03g071555","GO:0003676"
"Solyc03g071560","GO:0000166"
"Solyc03g071560","GO:0003676"
"Solyc03g071560","GO:0003676"
"Solyc03g071590","GO:0003824"
"Solyc03g071590","GO:0006108"
"Solyc03g071590","GO:0006108"
"Solyc03g071590","GO:0016491"
"Solyc03g071590","GO:0016616"
"Solyc03g071620","GO:0000786"
"Solyc03g071620","GO:0003677"
"Solyc03g071620","GO:0046982"
"Solyc03g071690","GO:0019825"
"Solyc03g071750","GO:0004672"
"Solyc03g071750","GO:0004672"
"Solyc03g071850","GO:0008152"
"Solyc03g071857","GO:0003824"
"Solyc03g071870","GO:0003824"
"Solyc03g077910","GO:0008375"
"Solyc03g077920","GO:0005515"
"Solyc03g077925","GO:0005622"
"Solyc03g077930","GO:0005622"
"Solyc03g078000","GO:0005215"
"Solyc03g078000","GO:0016020"
"Solyc03g078000","GO:0016021"
"Solyc03g078005","GO:0009522"
"Solyc03g078010","GO:0005524"
"Solyc03g078015","GO:0004371"
"Solyc03g078020","GO:0005737"
"Solyc03g078025","GO:0003747"
"Solyc03g078055","GO:0008168"
"Solyc03g078060","GO:0008168"
"Solyc03g078075","GO:0003676"
"Solyc03g078075","GO:0046983"
"Solyc03g078080","GO:0005737"
"Solyc03g078090","GO:0004857"
"Solyc03g078090","GO:0005618"
"Solyc03g078100","GO:0004857"
"Solyc03g078100","GO:0005618"
"Solyc03g078120","GO:0003677"
"Solyc03g078130","GO:0016747"
"Solyc03g078170","GO:0003676"
"Solyc03g078200","GO:0004252"
"Solyc03g078203","GO:0004252"
"Solyc03g078207","GO:0004252"
"Solyc03g078230","GO:0005515"
"Solyc03g078240","GO:0008152"
"Solyc03g078260","GO:0016787"
"Solyc03g078270","GO:0003824"
"Solyc03g078280","GO:0003824"
"Solyc03g078290","GO:0003676"
"Solyc03g078290","GO:0003723"
"Solyc03g078290","GO:0003723"
"Solyc03g078300","GO:0043531"
"Solyc03g078330","GO:0003824"
"Solyc03g078330","GO:0006633"
"Solyc03g078360","GO:0004672"
"Solyc03g078360","GO:0004674"
"Solyc03g078360","GO:0048544"
"Solyc03g078370","GO:0004672"
"Solyc03g078370","GO:0004672"
"Solyc03g078370","GO:0004674"
"Solyc03g078370","GO:0005524"
"Solyc03g078370","GO:0048544"
"Solyc03g078380","GO:0009055"
"Solyc03g078390","GO:0004843"
"Solyc03g078390","GO:0006511"
"Solyc03g078390","GO:0016579"
"Solyc03g078440","GO:0008270"
"Solyc03g078440","GO:0016491"
"Solyc03g078440","GO:0055114"
"Solyc03g078470","GO:0004672"
"Solyc03g078470","GO:0004672"
"Solyc03g078470","GO:0005524"
"Solyc03g078480","GO:0004672"
"Solyc03g078480","GO:0004672"
"Solyc03g078480","GO:0005524"
"Solyc03g078490","GO:0008152"
"Solyc03g078500","GO:0008152"
"Solyc03g078520","GO:0004672"
"Solyc03g078520","GO:0004672"
"Solyc03g078520","GO:0005515"
"Solyc03g078520","GO:0005524"
"Solyc03g078530","GO:0005515"
"Solyc03g078570","GO:0005525"
"Solyc03g078570","GO:0005525"
"Solyc03g078590","GO:0003676"
"Solyc03g078600","GO:0016020"
"Solyc03g078600","GO:0016021"
"Solyc03g078630","GO:0005515"
"Solyc03g078675","GO:0006508"
"Solyc03g078710","GO:0008152"
"Solyc03g078720","GO:0008152"
"Solyc03g078730","GO:0008152"
"Solyc03g078770","GO:0008152"
"Solyc03g078780","GO:0008152"
"Solyc03g078790","GO:0008152"
"Solyc03g078800","GO:0008152"
"Solyc03g078810","GO:0008152"
"Solyc03g079890","GO:0004252"
"Solyc03g079900","GO:0005525"
"Solyc03g079900","GO:0005525"
"Solyc03g079910","GO:0008270"
"Solyc03g079920","GO:0005515"
"Solyc03g079930","GO:0005759"
"Solyc03g079940","GO:0005515"
"Solyc03g079950","GO:0003690"
"Solyc03g080010","GO:0004519"
"Solyc03g080010","GO:0005524"
"Solyc03g080050","GO:0016020"
"Solyc03g080060","GO:0004672"
"Solyc03g080060","GO:0004672"
"Solyc03g080060","GO:0030246"
"Solyc03g080070","GO:0016021"
"Solyc03g080075","GO:0016020"
"Solyc03g080075","GO:0016021"
"Solyc03g080090","GO:0003677"
"Solyc03g080100","GO:0030001"
"Solyc03g080110","GO:0030001"
"Solyc03g080130","GO:0005524"
"Solyc03g080150","GO:0004601"
"Solyc03g080150","GO:0004601"
"Solyc03g080150","GO:0004601"
"Solyc03g080180","GO:0008168"
"Solyc03g080180","GO:0008171"
"Solyc03g080180","GO:0046983"
"Solyc03g080190","GO:0016491"
"Solyc03g081200","GO:0005515"
"Solyc03g081210","GO:0005515"
"Solyc03g081220","GO:0016787"
"Solyc03g081240","GO:0000160"
"Solyc03g081240","GO:0005515"
"Solyc03g081253","GO:0004252"
"Solyc03g081260","GO:0004252"
"Solyc03g081260","GO:0005515"
"Solyc03g081270","GO:0004252"
"Solyc03g081270","GO:0005515"
"Solyc03g081300","GO:0003690"
"Solyc03g081320","GO:0008289"
"Solyc03g082355","GO:0005744"
"Solyc03g082367","GO:0000166"
"Solyc03g082367","GO:0003676"
"Solyc03g082380","GO:0000166"
"Solyc03g082380","GO:0003676"
"Solyc03g082390","GO:0000166"
"Solyc03g082390","GO:0003676"
"Solyc03g082395","GO:0000166"
"Solyc03g082395","GO:0003676"
"Solyc03g082400","GO:0000166"
"Solyc03g082400","GO:0003676"
