"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","type"
"1119","GO:0008446",1,0.93103859208163,0,2,"GDP-mannose 4,6-dehydratase activity","MF","down"
"1120","GO:0008455",1,0.968482102353759,0,1,"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity","MF","down"
"1121","GO:0008460",1,0.971655118397585,0,1,"dTDP-glucose 4,6-dehydratase activity","MF","down"
"1122","GO:0008478",1,0.959913557529083,0,1,"pyridoxal kinase activity","MF","down"
"1123","GO:0008479",1,0.967988490483751,0,1,"queuine tRNA-ribosyltransferase activity","MF","down"
"1124","GO:0008483",1,0.53501043378044,0,18,"transaminase activity","MF","down"
"1125","GO:0008495",1,0.96933272151611,0,1,"protoheme IX farnesyltransferase activity","MF","down"
"1126","GO:0008515",1,0.971126830137016,0,1,"sucrose transmembrane transporter activity","MF","down"
"1127","GO:0008531",1,0.934066343378606,0,2,"riboflavin kinase activity","MF","down"
"1128","GO:0008534",1,0.890082690515337,0,2,"oxidized purine nucleobase lesion DNA N-glycosylase activity","MF","down"
"1129","GO:0008540",1,0.967614231682943,0,1,"proteasome regulatory particle, base subcomplex","CC","down"
"1130","GO:0008568",1,0.971220441387398,0,1,"microtubule-severing ATPase activity","MF","down"
"1131","GO:0008610",1,0.924434824475608,0,2,"lipid biosynthetic process","BP","down"
"1132","GO:0008612",1,0.930031041524892,0,2,"peptidyl-lysine modification to peptidyl-hypusine","BP","down"
"1133","GO:0008615",1,0.942519956502958,0,2,"pyridoxine biosynthetic process","BP","down"
"1134","GO:0008622",1,0.941587838153674,0,2,"epsilon DNA polymerase complex","CC","down"
"1135","GO:0008643",1,0.83261880977364,0,5,"carbohydrate transport","BP","down"
"1136","GO:0008661",1,0.917348712927763,0,3,"1-deoxy-D-xylulose-5-phosphate synthase activity","MF","down"
"1137","GO:0008676",1,0.957680147966235,0,1,"3-deoxy-8-phosphooctulonate synthase activity","MF","down"
"1138","GO:0008685",1,0.953149173982526,0,1,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity","MF","down"
"1139","GO:0008686",1,0.916092181459546,0,3,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity","MF","down"
"1140","GO:0008690",1,0.958409797083249,0,1,"3-deoxy-manno-octulosonate cytidylyltransferase activity","MF","down"
"1141","GO:0008696",1,0.963845987945461,0,1,"4-amino-4-deoxychorismate lyase activity","MF","down"
"1142","GO:0008703",1,0.941815201745515,0,2,"5-amino-6-(5-phosphoribosylamino)uracil reductase activity","MF","down"
"1143","GO:0008716",1,0.933548942863763,0,2,"D-alanine-D-alanine ligase activity","MF","down"
"1144","GO:0008725",1,0.83888327137938,0,5,"DNA-3-methyladenine glycosylase activity","MF","down"
"1145","GO:0008734",1,0.971653038831313,0,1,"L-aspartate oxidase activity","MF","down"
"1146","GO:0008759",1,0.960678111099943,0,1,"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity","MF","down"
"1147","GO:0008760",1,0.971655051564654,0,1,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity","MF","down"
"1148","GO:0008762",1,0.933873366451198,0,1,"UDP-N-acetylmuramate dehydrogenase activity","MF","down"
"1149","GO:0008763",1,0.971522176980839,0,1,"UDP-N-acetylmuramate-L-alanine ligase activity","MF","down"
"1150","GO:0008764",1,0.970901156808185,0,1,"UDP-N-acetylmuramoylalanine-D-glutamate ligase activity","MF","down"
"1151","GO:0008780",1,0.954958244222622,0,1,"acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity","MF","down"
"1152","GO:0008792",1,0.944110751348942,0,2,"arginine decarboxylase activity","MF","down"
"1153","GO:0008824",1,0.93665535661538,0,1,"cyanate hydratase activity","MF","down"
"1154","GO:0008835",1,0.941815201745515,0,2,"diaminohydroxyphosphoribosylaminopyrimidine deaminase activity","MF","down"
"1155","GO:0008836",1,0.970550550819209,0,1,"diaminopimelate decarboxylase activity","MF","down"
"1156","GO:0008837",1,0.964982299945993,0,1,"diaminopimelate epimerase activity","MF","down"
"1157","GO:0008839",1,0.922392204373454,0,2,"4-hydroxy-tetrahydrodipicolinate reductase","MF","down"
"1158","GO:0008840",1,0.926683351709265,0,2,"4-hydroxy-tetrahydrodipicolinate synthase","MF","down"
"1159","GO:0008863",1,0.966274777407552,0,1,"formate dehydrogenase (NAD+) activity","MF","down"
"1160","GO:0008864",1,0.925256795479105,0,2,"formyltetrahydrofolate deformylase activity","MF","down"
"1161","GO:0008878",1,0.889809773842224,0,4,"glucose-1-phosphate adenylyltransferase activity","MF","down"
"1162","GO:0008883",1,0.943804273175103,0,2,"glutamyl-tRNA reductase activity","MF","down"
"1163","GO:0008889",1,0.9228366654679,0,1,"glycerophosphodiester phosphodiesterase activity","MF","down"
"1164","GO:0008897",1,0.911734971096878,0,2,"holo-[acyl-carrier-protein] synthase activity","MF","down"
"1165","GO:0008909",1,0.971626169098482,0,1,"isochorismate synthase activity","MF","down"
"1166","GO:0008915",1,0.969761698032526,0,1,"lipid-A-disaccharide synthase activity","MF","down"
"1167","GO:0008934",1,0.880371448786569,0,3,"inositol monophosphate 1-phosphatase activity","MF","down"
"1168","GO:0008935",1,0.962775840459277,0,1,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity","MF","down"
"1169","GO:0008942",1,0.955893830893175,0,1,"nitrite reductase [NAD(P)H] activity","MF","down"
"1170","GO:0008963",1,0.940830443361037,0,2,"phospho-N-acetylmuramoyl-pentapeptide-transferase activity","MF","down"
"1171","GO:0008964",1,0.808469477055497,0,6,"phosphoenolpyruvate carboxylase activity","MF","down"
"1172","GO:0008970",1,0.795198809744091,0,7,"phosphatidylcholine 1-acylhydrolase activity","MF","down"
"1173","GO:0008972",1,0.971527775332713,0,1,"phosphomethylpyrimidine kinase activity","MF","down"
"1174","GO:0008974",1,0.967446370131534,0,1,"phosphoribulokinase activity","MF","down"
"1175","GO:0008977",1,0.922880381514035,0,2,"prephenate dehydrogenase activity","MF","down"
"1176","GO:0008987",1,0.971655622753315,0,1,"quinolinate synthetase A activity","MF","down"
"1177","GO:0009001",1,0.858036025504514,0,4,"serine O-acetyltransferase activity","MF","down"
"1178","GO:0009013",1,0.97126859992276,0,1,"succinate-semialdehyde dehydrogenase [NAD(P)+] activity","MF","down"
"1179","GO:0009019",1,0.943238768888999,0,2,"tRNA (guanine-N1-)-methyltransferase activity","MF","down"
"1180","GO:0009029",1,0.96733192987361,0,1,"tetraacyldisaccharide 4'-kinase activity","MF","down"
"1181","GO:0009039",1,0.971656642340136,0,1,"urease activity","MF","down"
"1182","GO:0009041",1,0.898934688360614,0,2,"uridylate kinase activity","MF","down"
"1183","GO:0009045",1,0.96733192987361,0,1,"xylose isomerase activity","MF","down"
"1184","GO:0009052",1,0.876709378706466,0,3,"pentose-phosphate shunt, non-oxidative branch","BP","down"
"1185","GO:0009058",1,0.0449306478163916,0,83,"biosynthetic process","BP","down"
"1186","GO:0009060",1,0.812415028436572,0,4,"aerobic respiration","BP","down"
"1187","GO:0009063",1,0.951844515838506,0,1,"cellular amino acid catabolic process","BP","down"
"1188","GO:0009072",1,0.801299413818706,0,6,"aromatic amino acid family metabolic process","BP","down"
"1189","GO:0009073",1,0.610407659333316,0,13,"aromatic amino acid family biosynthetic process","BP","down"
"1190","GO:0009081",1,0.903847190260253,0,3,"branched-chain amino acid metabolic process","BP","down"
"1191","GO:0009082",1,0.733569622281008,0,9,"branched-chain amino acid biosynthetic process","BP","down"
"1192","GO:0009085",1,0.966274777407552,0,1,"lysine biosynthetic process","BP","down"
"1193","GO:0009086",1,0.883511249267033,0,4,"methionine biosynthetic process","BP","down"
"1194","GO:0009088",1,0.966274777407552,0,1,"threonine biosynthetic process","BP","down"
"1195","GO:0009089",1,0.750320771110447,0,8,"lysine biosynthetic process via diaminopimelate","BP","down"
"1196","GO:0009094",1,0.878307394858608,0,4,"L-phenylalanine biosynthetic process","BP","down"
"1197","GO:0009097",1,0.91225870621746,0,3,"isoleucine biosynthetic process","BP","down"
"1198","GO:0009098",1,0.913685870614115,0,3,"leucine biosynthetic process","BP","down"
"1199","GO:0009102",1,0.965934138770802,0,1,"biotin biosynthetic process","BP","down"
"1200","GO:0009107",1,0.787869290461259,0,5,"lipoate biosynthetic process","BP","down"
"1201","GO:0009113",1,0.916723981155027,0,3,"purine nucleobase biosynthetic process","BP","down"
"1202","GO:0009116",1,0.440997593963235,0,20,"nucleoside metabolic process","BP","down"
"1203","GO:0009143",1,0.945742125717538,0,1,"nucleoside triphosphate catabolic process","BP","down"
"1204","GO:0009152",1,0.971485106889965,0,1,"purine ribonucleotide biosynthetic process","BP","down"
"1205","GO:0009156",1,0.896331265770181,0,3,"ribonucleoside monophosphate biosynthetic process","BP","down"
"1206","GO:0009165",1,0.870621769821539,0,4,"nucleotide biosynthetic process","BP","down"
"1207","GO:0009168",1,0.944115489387022,0,2,"purine ribonucleoside monophosphate biosynthetic process","BP","down"
"1208","GO:0009225",1,0.971655118397585,0,1,"nucleotide-sugar metabolic process","BP","down"
"1209","GO:0009226",1,0.960354396939997,0,1,"nucleotide-sugar biosynthetic process","BP","down"
"1210","GO:0009228",1,0.871609095541687,0,4,"thiamine biosynthetic process","BP","down"
"1211","GO:0009229",1,0.890558584960829,0,2,"thiamine diphosphate biosynthetic process","BP","down"
"1212","GO:0009231",1,0.701698947907246,0,10,"riboflavin biosynthetic process","BP","down"
"1213","GO:0009234",1,0.916409260895003,0,2,"menaquinone biosynthetic process","BP","down"
"1214","GO:0009236",1,0.945411125600525,0,1,"cobalamin biosynthetic process","BP","down"
"1215","GO:0009245",1,0.86593481604495,0,4,"lipid A biosynthetic process","BP","down"
"1216","GO:0009247",1,0.913695833754035,0,3,"glycolipid biosynthetic process","BP","down"
"1217","GO:0009252",1,0.94183593737447,0,2,"peptidoglycan biosynthetic process","BP","down"
"1218","GO:0009263",1,0.926463826850227,0,2,"deoxyribonucleotide biosynthetic process","BP","down"
"1219","GO:0009269",1,0.797681231110379,0,4,"response to desiccation","BP","down"
"1220","GO:0009298",1,0.809407451554943,0,5,"GDP-mannose biosynthetic process","BP","down"
"1221","GO:0009306",1,0.905383835463728,0,2,"protein secretion","BP","down"
"1222","GO:0009308",1,0.971655981802374,0,1,"amine metabolic process","BP","down"
"1223","GO:0009311",1,0.971655700519139,0,1,"oligosaccharide metabolic process","BP","down"
"1224","GO:0009312",1,0.968482102353759,0,1,"oligosaccharide biosynthetic process","BP","down"
"1225","GO:0009317",1,0.830680797092476,0,4,"acetyl-CoA carboxylase complex","CC","down"
"1226","GO:0009330",1,0.967446370131534,0,1,"DNA topoisomerase complex (ATP-hydrolyzing)","CC","down"
"1227","GO:0009331",1,0.851316406316468,0,5,"glycerol-3-phosphate dehydrogenase complex","CC","down"
"1228","GO:0009341",1,0.971658542578872,0,1,"beta-galactosidase complex","CC","down"
"1229","GO:0009349",1,0.901697797674252,0,2,"riboflavin synthase complex","CC","down"
"1230","GO:0009360",1,0.917357567505862,0,3,"DNA polymerase III complex","CC","down"
"1231","GO:0009396",1,0.76947078993145,0,8,"folic acid-containing compound biosynthetic process","BP","down"
"1232","GO:0009408",1,0.730185533461682,0,10,"response to heat","BP","down"
"1233","GO:0009415",1,0.945411125600525,0,1,"response to water","BP","down"
"1234","GO:0009416",1,0.965359892120574,0,1,"response to light stimulus","BP","down"
"1235","GO:0009435",1,0.7709972777759,0,8,"NAD biosynthetic process","BP","down"
"1236","GO:0009439",1,0.93665535661538,0,1,"cyanate metabolic process","BP","down"
"1237","GO:0009443",1,0.959913557529083,0,1,"pyridoxal 5'-phosphate salvage","BP","down"
"1238","GO:0009446",1,0.965864340197258,0,1,"putrescine biosynthetic process","BP","down"
"1239","GO:0009450",1,0.97126859992276,0,1,"gamma-aminobutyric acid catabolic process","BP","down"
"1240","GO:0009452",1,0.92414033046022,0,2,"7-methylguanosine RNA capping","BP","down"
"1241","GO:0009496",1,0.949425602440978,0,1,"plastoquinol--plastocyanin reductase activity","MF","down"
"1242","GO:0009507",1,0.0611554344839358,0,51,"chloroplast","CC","down"
"1243","GO:0009512",1,0.84990309211348,0,2,"cytochrome b6f complex","CC","down"
"1244","GO:0009521",1,0.348367273522676,0,15,"photosystem","CC","down"
"1245","GO:0009522",1,0.0253207751689184,0,55,"photosystem I","CC","down"
"1246","GO:0009523",1,0.191038358071541,0,26,"photosystem II","CC","down"
"1247","GO:0009538",1,0.545225545044193,0,10,"photosystem I reaction center","CC","down"
"1248","GO:0009539",1,0.716764858860395,0,4,"photosystem II reaction center","CC","down"
"1249","GO:0009540",1,0.971655093917669,0,1,"zeaxanthin epoxidase [overall] activity","MF","down"
"1250","GO:0009555",1,0.915782462348564,0,2,"pollen development","BP","down"
"1251","GO:0009579",1,0.0441848869981785,0,47,"thylakoid","CC","down"
"1252","GO:0009584",1,0.866085286790932,0,5,"detection of visible light","BP","down"
"1253","GO:0009585",1,0.866085286790932,0,5,"red, far-red light phototransduction","BP","down"
"1254","GO:0009607",1,0.552418964763393,0,8,"response to biotic stimulus","BP","down"
"1255","GO:0009611",1,0.418017398956294,0,17,"response to wounding","BP","down"
"1256","GO:0009626",1,0.942387790190815,0,2,"plant-type hypersensitive response","BP","down"
"1257","GO:0009631",1,0.939550260062815,0,1,"cold acclimation","BP","down"
"1258","GO:0009638",1,0.97161716418184,0,1,"phototropism","BP","down"
"1259","GO:0009651",1,0.916642470057609,0,3,"response to salt stress","BP","down"
"1260","GO:0009654",1,0.398972954909388,0,17,"photosystem II oxygen evolving complex","CC","down"
"1261","GO:0009664",1,0.431468843963943,0,16,"plant-type cell wall organization","BP","down"
"1262","GO:0009678",1,0.866073647220473,0,5,"hydrogen-translocating pyrophosphatase activity","MF","down"
"1263","GO:0009688",1,0.971655093917669,0,1,"abscisic acid biosynthetic process","BP","down"
"1264","GO:0009690",1,0.847748018116378,0,3,"cytokinin metabolic process","BP","down"
"1265","GO:0009694",1,0.79128948099309,0,8,"jasmonic acid metabolic process","BP","down"
"1266","GO:0009707",1,0.91447507970719,0,2,"chloroplast outer membrane","CC","down"
"1267","GO:0009725",1,0.61298595586547,0,17,"response to hormone","BP","down"
"1268","GO:0009733",1,0.470520749510463,0,11,"response to auxin","BP","down"
"1269","GO:0009737",1,0.968755911547685,0,1,"response to abscisic acid","BP","down"
"1270","GO:0009742",1,0.724531325638191,0,9,"brassinosteroid mediated signaling pathway","BP","down"
"1271","GO:0009744",1,0.779559498196629,0,5,"response to sucrose","BP","down"
"1272","GO:0009765",1,0.1672145663821,0,34,"photosynthesis, light harvesting","BP","down"
"1273","GO:0009767",1,0.316460104308843,0,17,"photosynthetic electron transport chain","BP","down"
"1274","GO:0009772",1,0.318388364574635,0,15,"photosynthetic electron transport in photosystem II","BP","down"
"1275","GO:0009785",1,0.917325930683841,0,3,"blue light signaling pathway","BP","down"
"1276","GO:0009813",1,0.855064794890564,0,3,"flavonoid biosynthetic process","BP","down"
"1277","GO:0009864",1,0.79128948099309,0,8,"induced systemic resistance, jasmonic acid mediated signaling pathway","BP","down"
"1278","GO:0009873",1,0.971658640080823,0,1,"ethylene-activated signaling pathway","BP","down"
"1279","GO:0009881",1,0.866085286790932,0,5,"photoreceptor activity","MF","down"
"1280","GO:0009882",1,0.917325930683841,0,3,"blue light photoreceptor activity","MF","down"
"1281","GO:0009902",1,0.9716571960491,0,1,"chloroplast relocation","BP","down"
"1282","GO:0009904",1,0.971658640081039,0,1,"chloroplast accumulation movement","BP","down"
"1283","GO:0009908",1,0.811142837213971,0,3,"flower development","BP","down"
"1284","GO:0009916",1,0.930229018888571,0,2,"alternative oxidase activity","MF","down"
"1285","GO:0009956",1,0.971067751730454,0,1,"radial pattern formation","BP","down"
"1286","GO:0009958",1,0.944111193873275,0,2,"positive gravitropism","BP","down"
"1287","GO:0009966",1,0.842330166431517,0,3,"regulation of signal transduction","BP","down"
"1288","GO:0009972",1,0.961713593913895,0,1,"cytidine deamination","BP","down"
"1289","GO:0009976",1,0.970919075942033,0,1,"tocopherol cyclase activity","MF","down"
"1290","GO:0010024",1,0.963232782995294,0,1,"phytochromobilin biosynthetic process","BP","down"
"1291","GO:0010029",1,0.940739755210926,0,2,"regulation of seed germination","BP","down"
"1292","GO:0010038",1,0.913954535915605,0,2,"response to metal ion","BP","down"
"1293","GO:0010112",1,0.933309762806963,0,1,"regulation of systemic acquired resistance","BP","down"
"1294","GO:0010150",1,0.939550260062815,0,1,"leaf senescence","BP","down"
"1295","GO:0010155",1,0.971654981594857,0,1,"regulation of proton transport","BP","down"
"1296","GO:0010181",1,0.287970277371434,0,32,"FMN binding","MF","down"
"1297","GO:0010189",1,0.965433670376551,0,1,"vitamin E biosynthetic process","BP","down"
"1298","GO:0010207",1,0.84992786263373,0,3,"photosystem II assembly","BP","down"
"1299","GO:0010212",1,0.971658279157119,0,1,"response to ionizing radiation","BP","down"
"1300","GO:0010215",1,0.782671753528825,0,8,"cellulose microfibril organization","BP","down"
"1301","GO:0010223",1,0.883395995077691,0,3,"secondary shoot formation","BP","down"
"1302","GO:0010252",1,0.958289722906588,0,1,"auxin homeostasis","BP","down"
"1303","GO:0010264",1,0.966003377495097,0,1,"myo-inositol hexakisphosphate biosynthetic process","BP","down"
"1304","GO:0010285",1,0.970046282418887,0,1,"L,L-diaminopimelate aminotransferase activity","MF","down"
"1305","GO:0010309",1,0.896440157429532,0,2,"acireductone dioxygenase [iron(II)-requiring] activity","MF","down"
"1306","GO:0010338",1,0.96474870635974,0,1,"leaf formation","BP","down"
"1307","GO:0010387",1,0.943901752827596,0,1,"COP9 signalosome assembly","BP","down"
"1308","GO:0010388",1,0.914951353635192,0,2,"cullin deneddylation","BP","down"
"1309","GO:0010411",1,0.627790248442579,0,11,"xyloglucan metabolic process","BP","down"
"1310","GO:0010508",1,0.970618973672544,0,1,"positive regulation of autophagy","BP","down"
"1311","GO:0012511",1,0.822195822902892,0,3,"monolayer-surrounded lipid storage body","CC","down"
"1312","GO:0015002",1,0.799529958120325,0,3,"heme-copper terminal oxidase activity","MF","down"
"1313","GO:0015012",1,0.908518606266573,0,3,"heparan sulfate proteoglycan biosynthetic process","BP","down"
"1314","GO:0015018",1,0.754714386170595,0,6,"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity","MF","down"
"1315","GO:0015031",1,0.211897946351868,0,41,"protein transport","BP","down"
"1316","GO:0015078",1,0.155090469290124,0,30,"hydrogen ion transmembrane transporter activity","MF","down"
"1317","GO:0015079",1,0.651453959232201,0,13,"potassium ion transmembrane transporter activity","MF","down"
"1318","GO:0015095",1,0.709625098049553,0,8,"magnesium ion transmembrane transporter activity","MF","down"
"1319","GO:0015098",1,0.858213845188302,0,5,"molybdate ion transmembrane transporter activity","MF","down"
"1320","GO:0015116",1,0.817642385862759,0,7,"sulfate transmembrane transporter activity","MF","down"
"1321","GO:0015171",1,0.585113180340109,0,15,"amino acid transmembrane transporter activity","MF","down"
"1322","GO:0015173",1,0.915580786197892,0,3,"aromatic amino acid transmembrane transporter activity","MF","down"
"1323","GO:0015232",1,0.779393262067139,0,5,"heme transporter activity","MF","down"
"1324","GO:0015299",1,0.54613335799819,0,18,"solute:proton antiporter activity","MF","down"
"1325","GO:0015369",1,0.908215795153081,0,3,"calcium:proton antiporter activity","MF","down"
"1326","GO:0015377",1,0.944117693214169,0,2,"cation:chloride symporter activity","MF","down"
"1327","GO:0015385",1,0.916642470057609,0,3,"sodium:proton antiporter activity","MF","down"
"1328","GO:0015450",1,0.888550660849697,0,3,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF","down"
"1329","GO:0015631",1,0.963142668344825,0,1,"tubulin binding","MF","down"
"1330","GO:0015671",1,0.939013584682977,0,1,"oxygen transport","BP","down"
"1331","GO:0015689",1,0.858213845188302,0,5,"molybdate ion transport","BP","down"
"1332","GO:0015693",1,0.709625098049553,0,8,"magnesium ion transport","BP","down"
"1333","GO:0015743",1,0.751457510545947,0,5,"malate transport","BP","down"
"1334","GO:0015770",1,0.971126830137016,0,1,"sucrose transport","BP","down"
"1335","GO:0015780",1,0.867560427874924,0,3,"nucleotide-sugar transport","BP","down"
"1336","GO:0015801",1,0.915580786197892,0,3,"aromatic amino acid transport","BP","down"
"1337","GO:0015846",1,0.971391493563703,0,1,"polyamine transport","BP","down"
"1338","GO:0015886",1,0.779393262067139,0,5,"heme transport","BP","down"
"1339","GO:0015914",1,0.756445055904855,0,9,"phospholipid transport","BP","down"
"1340","GO:0015923",1,0.944118449511202,0,2,"mannosidase activity","MF","down"
"1341","GO:0015930",1,0.896656709791872,0,3,"glutamate synthase activity","MF","down"
"1342","GO:0015936",1,0.890613524441164,0,4,"coenzyme A metabolic process","BP","down"
"1343","GO:0015937",1,0.900987035021808,0,3,"coenzyme A biosynthetic process","BP","down"
"1344","GO:0015940",1,0.92589835825951,0,2,"pantothenate biosynthetic process","BP","down"
"1345","GO:0015969",1,0.841496947097265,0,6,"guanosine tetraphosphate metabolic process","BP","down"
"1346","GO:0015976",1,0.956545002815693,0,1,"carbon utilization","BP","down"
"1347","GO:0015977",1,0.695595817582969,0,8,"carbon fixation","BP","down"
"1348","GO:0015979",1,0.00334331859235037,0,89,"photosynthesis","BP","down"
"1349","GO:0015986",1,0.0914797783926733,0,39,"ATP synthesis coupled proton transport","BP","down"
"1350","GO:0015991",1,0.304758440484344,0,23,"ATP hydrolysis coupled proton transport","BP","down"
"1351","GO:0015992",1,0.436873446331034,0,18,"proton transport","BP","down"
"1352","GO:0015995",1,0.775098331905324,0,8,"chlorophyll biosynthetic process","BP","down"
"1353","GO:0015996",1,0.960245170269181,0,1,"chlorophyll catabolic process","BP","down"
"1354","GO:0016036",1,0.957925809271491,0,1,"cellular response to phosphate starvation","BP","down"
"1355","GO:0016040",1,0.971658640192754,0,1,"glutamate synthase (NADH) activity","MF","down"
"1356","GO:0016042",1,0.801896905300339,0,6,"lipid catabolic process","BP","down"
"1357","GO:0016049",1,0.738910175052181,0,10,"cell growth","BP","down"
"1358","GO:0016072",1,0.971658301211093,0,1,"rRNA metabolic process","BP","down"
"1359","GO:0016114",1,0.821905913308599,0,6,"terpenoid biosynthetic process","BP","down"
"1360","GO:0016117",1,0.815542572762958,0,7,"carotenoid biosynthetic process","BP","down"
"1361","GO:0016125",1,0.947852665371505,0,1,"sterol metabolic process","BP","down"
"1362","GO:0016149",1,0.767884615422386,0,8,"translation release factor activity, codon specific","MF","down"
"1363","GO:0016151",1,0.84684743671183,0,4,"nickel cation binding","MF","down"
"1364","GO:0016157",1,0.841527003954798,0,6,"sucrose synthase activity","MF","down"
"1365","GO:0016161",1,0.816051928029214,0,7,"beta-amylase activity","MF","down"
"1366","GO:0016168",1,0.303349706453674,0,17,"chlorophyll binding","MF","down"
"1367","GO:0016180",1,0.929678559200441,0,2,"snRNA processing","BP","down"
"1368","GO:0016192",1,0.0221935153136523,0,92,"vesicle-mediated transport","BP","down"
"1369","GO:0016208",1,0.944111865615367,0,2,"AMP binding","MF","down"
"1370","GO:0016209",1,0.822029617149603,0,4,"antioxidant activity","MF","down"
"1371","GO:0016255",1,0.911610393195345,0,3,"attachment of GPI anchor to protein","BP","down"
"1372","GO:0016272",1,0.662835506693281,0,6,"prefoldin complex","CC","down"
"1373","GO:0016298",1,0.963931100117773,0,1,"lipase activity","MF","down"
"1374","GO:0016307",1,0.708121124288375,0,12,"phosphatidylinositol phosphate kinase activity","MF","down"
"1375","GO:0016308",1,0.917350862328556,0,3,"1-phosphatidylinositol-4-phosphate 5-kinase activity","MF","down"
"1376","GO:0016310",1,0.703741406815861,0,12,"phosphorylation","BP","down"
"1377","GO:0016311",1,0.383960753771707,0,23,"dephosphorylation","BP","down"
"1378","GO:0016410",1,0.960890592011043,0,1,"N-acyltransferase activity","MF","down"
"1379","GO:0016415",1,0.893593985864251,0,2,"octanoyltransferase activity","MF","down"
"1380","GO:0016428",1,0.944115303840818,0,2,"tRNA (cytosine-5-)-methyltransferase activity","MF","down"
"1381","GO:0016429",1,0.927169463954667,0,1,"tRNA (adenine-N1-)-methyltransferase activity","MF","down"
"1382","GO:0016442",1,0.944117329761661,0,2,"RISC complex","CC","down"
"1383","GO:0016459",1,0.636592924404364,0,13,"myosin complex","CC","down"
"1384","GO:0016471",1,0.861439190558378,0,2,"vacuolar proton-transporting V-type ATPase complex","CC","down"
"1385","GO:0016480",1,0.948329293594498,0,1,"negative regulation of transcription from RNA polymerase III promoter","BP","down"
"1386","GO:0016485",1,0.811430477421348,0,5,"protein processing","BP","down"
"1387","GO:0016531",1,0.85983250314121,0,2,"copper chaperone activity","MF","down"
"1388","GO:0016538",1,0.952284014843957,0,1,"cyclin-dependent protein serine/threonine kinase regulator activity","MF","down"
"1389","GO:0016539",1,0.971658427851997,0,1,"intein-mediated protein splicing","BP","down"
"1390","GO:0016558",1,0.967273943353014,0,1,"protein import into peroxisome matrix","BP","down"
"1391","GO:0016559",1,0.839386859758016,0,3,"peroxisome fission","BP","down"
"1392","GO:0016560",1,0.939646225212586,0,2,"protein import into peroxisome matrix, docking","BP","down"
"1393","GO:0016570",1,0.792843817341157,0,6,"histone modification","BP","down"
"1394","GO:0016571",1,0.750052032881431,0,10,"histone methylation","BP","down"
"1395","GO:0016573",1,0.7570437460953,0,7,"histone acetylation","BP","down"
"1396","GO:0016592",1,0.454946911591452,0,16,"mediator complex","CC","down"
"1397","GO:0016593",1,0.792843817341157,0,6,"Cdc73/Paf1 complex","CC","down"
"1398","GO:0016598",1,0.971654997074865,0,1,"protein arginylation","BP","down"
"1399","GO:0016602",1,0.806378520692965,0,5,"CCAAT-binding factor complex","CC","down"
"1400","GO:0016615",1,0.751579080917362,0,8,"malate dehydrogenase activity","MF","down"
"1401","GO:0016616",1,0.205644325570438,0,46,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF","down"
"1402","GO:0016620",1,0.413660862022741,0,28,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF","down"
"1403","GO:0016624",1,0.780771963921697,0,8,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","MF","down"
"1404","GO:0016627",1,0.493007035487962,0,20,"oxidoreductase activity, acting on the CH-CH group of donors","MF","down"
"1405","GO:0016628",1,0.852959523019238,0,5,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","MF","down"
"1406","GO:0016630",1,0.904991376432833,0,3,"protochlorophyllide reductase activity","MF","down"
"1407","GO:0016633",1,0.971639656775187,0,1,"galactonolactone dehydrogenase activity","MF","down"
"1408","GO:0016636",1,0.963232782995294,0,1,"oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor","MF","down"
"1409","GO:0016638",1,0.845105117185467,0,5,"oxidoreductase activity, acting on the CH-NH2 group of donors","MF","down"
"1410","GO:0016639",1,0.88152294096154,0,4,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","MF","down"
"1411","GO:0016651",1,0.159921808337473,0,28,"oxidoreductase activity, acting on NAD(P)H","MF","down"
"1412","GO:0016655",1,0.462923003162192,0,11,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF","down"
"1413","GO:0016668",1,0.838592315186933,0,6,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","MF","down"
"1414","GO:0016670",1,0.970807190507311,0,1,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor","MF","down"
"1415","GO:0016671",1,0.734180779440991,0,7,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF","down"
"1416","GO:0016679",1,0.906137942063287,0,2,"oxidoreductase activity, acting on diphenols and related substances as donors","MF","down"
