Solyc01g105160.3.1	GO:0016021
Solyc01g105165.1.1	GO:0030001|GO:0046872
Solyc01g105220.3.1	GO:0009916|GO:0055114
Solyc01g105230.3.1	GO:0003677|GO:0005634
Solyc01g105230.3.1	GO:0005515
Solyc01g105240.3.1	GO:0006511|GO:0036459
Solyc01g105240.3.1	GO:0016579|GO:0036459
Solyc01g105280.3.1	GO:0003824
Solyc01g105280.3.1	GO:0004722|GO:0006470
Solyc01g105330.3.1	GO:0003677
Solyc01g105330.3.1	GO:0046872
Solyc01g105340.3.1	GO:0005524|GO:0006457|GO:0009408|GO:0051082
Solyc01g105340.3.1	GO:0006457|GO:0051082
Solyc01g105340.3.1	GO:0031072|GO:0051082
Solyc01g105350.2.1	GO:0008152|GO:0016758
Solyc01g105360.3.1	GO:0008152|GO:0016758
Solyc01g105370.3.1	GO:0003824
Solyc01g105370.3.1	GO:0003849|GO:0009073
Solyc01g105370.3.1	GO:0005524|GO:0016887
Solyc01g105370.3.1	GO:0018580|GO:0055114
Solyc01g105390.3.1	GO:0003849|GO:0009073
Solyc01g105420.3.1	GO:0003849|GO:0009073
Solyc01g105435.1.1	GO:0005524|GO:0016887
Solyc01g105435.1.1	GO:0016020
Solyc01g105450.3.1	GO:0005524|GO:0016887
Solyc01g105450.3.1	GO:0016020
Solyc01g105460.3.1	GO:0004659|GO:0016021|GO:0042372
Solyc01g105460.3.1	GO:0016021|GO:0016765
Solyc01g105500.3.1	GO:0004553|GO:0005975
Solyc01g105500.3.1	GO:0005975
Solyc01g105500.3.1	GO:0016798
Solyc01g105520.3.1	GO:0003677|GO:0005524|GO:0006260
Solyc01g105540.3.1	GO:0005215|GO:0006814|GO:0016020|GO:0055085
Solyc01g105545.1.1	GO:0005215|GO:0006814|GO:0016020|GO:0055085
Solyc01g105550.1.1	GO:0016747
Solyc01g105560.3.1	GO:0003935|GO:0009231
Solyc01g105560.3.1	GO:0008686|GO:0009231
Solyc01g105560.3.1	GO:0009231
Solyc01g105580.1.1	GO:0016747
Solyc01g105590.2.1	GO:0016747
Solyc01g105610.1.1	GO:0005515|GO:0008270
Solyc01g105620.3.1	GO:0005515|GO:0008270
Solyc01g105630.3.1	GO:0005509
Solyc01g105650.3.1	GO:0016491|GO:0055114
Solyc01g105660.3.1	GO:0016491|GO:0055114
Solyc01g105670.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g105670.3.1	GO:0004672|GO:0006468
Solyc01g105680.3.1	GO:0016567
Solyc01g105800.3.1	GO:0000165|GO:0000977|GO:0045944
Solyc01g105800.3.1	GO:0003677|GO:0046983
Solyc01g105800.3.1	GO:0003700|GO:0005634|GO:0006355
Solyc01g105810.4.1	GO:0005092|GO:0007264
Solyc01g105810.4.1	GO:0005093|GO:0015031
Solyc01g105810.4.1	GO:0016491|GO:0055114
Solyc01g105850.3.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105850.3.1	GO:0008152|GO:0010333|GO:0016829
Solyc01g105860.3.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105870.3.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105870.3.1	GO:0008152|GO:0010333|GO:0016829
Solyc01g105880.4.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105880.4.1	GO:0008152|GO:0010333|GO:0016829
Solyc01g105890.3.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105890.3.1	GO:0008152|GO:0010333|GO:0016829
Solyc01g105893.1.1	GO:0003676
Solyc01g105900.2.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105900.2.1	GO:0008152|GO:0010333|GO:0016829
Solyc01g105910.2.1	GO:0008152|GO:0010333|GO:0016829
Solyc01g105920.3.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105920.3.1	GO:0008152|GO:0010333|GO:0016829
Solyc01g105930.1.1	GO:0008152|GO:0010333|GO:0016829
Solyc01g105940.3.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105950.3.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105960.2.1	GO:0000287|GO:0010333|GO:0016829
Solyc01g105960.2.1	GO:0008152|GO:0010333|GO:0016829
Solyc01g105970.3.1	GO:0016791
Solyc01g106000.3.1	GO:0003824|GO:0008152
Solyc01g106010.3.1	GO:0005975|GO:0016791
Solyc01g106010.3.1	GO:0042132
Solyc01g106020.3.1	GO:0003676
Solyc01g106020.3.1	GO:0003723
Solyc01g106030.3.1	GO:0003700|GO:0006355|GO:0008270|GO:0043565
Solyc01g106030.3.1	GO:0005515
Solyc01g106030.3.1	GO:0006355|GO:0008270
Solyc01g106040.3.1	GO:0003700|GO:0006355|GO:0008270|GO:0043565
Solyc01g106040.3.1	GO:0005515
Solyc01g106040.3.1	GO:0006355|GO:0008270
Solyc01g106050.3.1	GO:0003924|GO:0005525
Solyc01g106050.3.1	GO:0005525
Solyc01g106055.1.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g106055.1.1	GO:0004672|GO:0006468
Solyc01g106070.2.1	GO:0003676|GO:0008270
Solyc01g106070.2.1	GO:0046872
Solyc01g106080.3.1	GO:0004491
Solyc01g106080.3.1	GO:0004491|GO:0055114
Solyc01g106080.3.1	GO:0008152|GO:0016491|GO:0016620|GO:0055114
Solyc01g106080.3.1	GO:0008152|GO:0016491|GO:0055114
Solyc01g106090.3.1	GO:0005509|GO:0009523|GO:0009654|GO:0015979|GO:0019898
Solyc01g106150.1.1	GO:0005488
Solyc01g106160.2.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g106160.2.1	GO:0004672|GO:0006468
Solyc01g106160.2.1	GO:0005524
Solyc01g106160.2.1	GO:0030246
Solyc01g106170.3.1	GO:0000165|GO:0000977|GO:0045944
Solyc01g106170.3.1	GO:0003677|GO:0046983
Solyc01g106177.1.1	GO:0003700|GO:0005634|GO:0006355
Solyc01g106200.2.1	GO:0055085
Solyc01g106210.3.1	GO:0005524|GO:0006457|GO:0051082
Solyc01g106220.3.1	GO:0003677|GO:0003887|GO:0006351
Solyc01g106220.3.1	GO:0005488
Solyc01g106230.3.1	GO:0003677
Solyc01g106250.3.1	GO:0003677
Solyc01g106253.1.1	GO:0003677|GO:0003887|GO:0006351
Solyc01g106253.1.1	GO:0005488
Solyc01g106257.1.1	GO:0003677
Solyc01g106260.3.1	GO:0005524|GO:0006457|GO:0051082
Solyc01g106280.3.1	GO:0005515
Solyc01g106320.2.1	GO:0005515
Solyc01g106330.3.1	GO:0004040
Solyc01g106340.3.1	GO:0004040
Solyc01g106350.3.1	GO:0004040
Solyc01g106360.3.1	GO:0004040
Solyc01g106390.3.1	GO:0008883|GO:0033014|GO:0050661|GO:0055114
Solyc01g106390.3.1	GO:0008883|GO:0055114
Solyc01g106400.3.1	GO:0006979|GO:0016671|GO:0030091
Solyc01g106400.3.1	GO:0033743|GO:0055114
Solyc01g106410.2.1	GO:0043531
Solyc01g106420.3.1	GO:0016021|GO:0055085
Solyc01g106430.3.1	GO:0000287|GO:0004427|GO:0005737|GO:0006796
Solyc01g106440.3.1	GO:0005515
Solyc01g106460.3.1	GO:0046983
Solyc01g106480.3.1	GO:0003824|GO:0005975|GO:0016616|GO:0055114
Solyc01g106480.3.1	GO:0006108|GO:0030060|GO:0055114
Solyc01g106480.3.1	GO:0016491|GO:0055114
Solyc01g106480.3.1	GO:0016616|GO:0019752|GO:0055114
Solyc01g106480.3.1	GO:0016616|GO:0055114
Solyc01g106500.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g106500.3.1	GO:0004672|GO:0006468
Solyc01g106500.3.1	GO:0005515
Solyc01g106500.3.1	GO:0005524
Solyc01g106600.2.1	GO:0005576
Solyc01g106610.2.1	GO:0005576
Solyc01g106620.2.1	GO:0005576
Solyc01g106640.2.1	GO:0005576
Solyc01g106650.3.1	GO:0004553|GO:0005975
Solyc01g106650.3.1	GO:0005618|GO:0006073|GO:0016762|GO:0048046
Solyc01g106650.3.1	GO:0010411|GO:0016762|GO:0042546
Solyc01g106700.3.1	GO:0003677|GO:0046983
Solyc01g106710.1.1	GO:0000165|GO:0000977|GO:0045944
Solyc01g106710.1.1	GO:0003677|GO:0046983
Solyc01g106720.1.1	GO:0003677|GO:0046983
Solyc01g106730.1.1	GO:0000165|GO:0000977|GO:0045944
Solyc01g106730.1.1	GO:0003677|GO:0046983
Solyc01g106740.3.1	GO:0000166|GO:0004812|GO:0005524|GO:0006418
Solyc01g106740.3.1	GO:0003676
Solyc01g106740.3.1	GO:0004812|GO:0005524|GO:0005737
Solyc01g106740.3.1	GO:0005524|GO:0016874
Solyc01g106770.3.1	GO:0004674
Solyc01g106770.3.1	GO:0005488
Solyc01g106770.3.1	GO:0005515
Solyc01g106770.3.1	GO:0016301
Solyc01g106770.3.1	GO:0044877
Solyc01g106780.3.1	GO:0000287|GO:0004743|GO:0006096|GO:0030955
Solyc01g106780.3.1	GO:0003824
Solyc01g106780.3.1	GO:0004743|GO:0006096
Solyc01g106830.3.1	GO:0005576|GO:0008083|GO:0008283
Solyc01g106840.2.1	GO:0004674
Solyc01g106840.2.1	GO:0016301
Solyc01g106860.3.1	GO:0004674
Solyc01g106860.3.1	GO:0005488
Solyc01g106870.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g106870.3.1	GO:0004672|GO:0006468
Solyc01g106880.3.1	GO:0006364|GO:0008168
Solyc01g106900.3.1	GO:0016020|GO:0030001|GO:0046873|GO:0055085
Solyc01g106920.3.1	GO:0005215|GO:0006810|GO:0016020|GO:0055085
Solyc01g106940.3.1	GO:0000786|GO:0003677|GO:0005634|GO:0006334
Solyc01g106940.3.1	GO:0003677
Solyc01g106980.2.1	GO:0004553|GO:0005975
Solyc01g106980.2.1	GO:0005975
Solyc01g106990.2.1	GO:0004553|GO:0005975
Solyc01g106990.2.1	GO:0005975
Solyc01g106990.2.1	GO:0016798
Solyc01g107000.2.1	GO:0004553|GO:0005975
Solyc01g107000.2.1	GO:0005975
Solyc01g107000.2.1	GO:0016798
Solyc01g107010.3.1	GO:0003684|GO:0006281
Solyc01g107010.3.1	GO:0003887
Solyc01g107010.3.1	GO:0006281
Solyc01g107040.3.1	GO:0003824
Solyc01g107040.3.1	GO:0003824|GO:0051536
Solyc01g107040.3.1	GO:0005737|GO:0006364|GO:0008173
Solyc01g107050.3.1	GO:0016747
Solyc01g107070.3.1	GO:0016747
Solyc01g107080.3.1	GO:0016747
Solyc01g107130.3.1	GO:0005509
Solyc01g107140.2.1	GO:0046983
Solyc01g107160.3.1	GO:0005515
Solyc01g107170.2.1	GO:0046872
Solyc01g107180.3.1	GO:0005515
Solyc01g107180.3.1	GO:0009958
Solyc01g107210.3.1	GO:0070461
Solyc01g107240.3.1	GO:0016021
Solyc01g107250.3.1	GO:0005515
Solyc01g107280.3.1	GO:0006950
Solyc01g107290.3.1	GO:0005515|GO:0008270
Solyc01g107300.3.1	GO:0003824
Solyc01g107300.3.1	GO:0004722|GO:0006470
Solyc01g107300.3.1	GO:0043169
Solyc01g107320.3.1	GO:0005515
Solyc01g107330.3.1	GO:0005515
Solyc01g107360.3.1	GO:0005515
Solyc01g107395.1.1	GO:0005515
Solyc01g107410.3.1	GO:0003677
Solyc01g107410.3.1	GO:0005515
Solyc01g107410.3.1	GO:0005515|GO:0008270
Solyc01g107430.2.1	GO:0046872
Solyc01g107490.2.1	GO:0046983
Solyc01g107510.3.1	GO:0003684|GO:0006281
Solyc01g107510.3.1	GO:0003684|GO:0006281|GO:0016779|GO:0042276
Solyc01g107510.3.1	GO:0006281
Solyc01g107520.3.1	GO:0008237
Solyc01g107550.3.1	GO:0009086|GO:0046522
Solyc01g107560.3.1	GO:0008152|GO:0016758
Solyc01g107580.3.1	GO:0001522|GO:0003723|GO:0009451|GO:0009982
Solyc01g107590.3.1	GO:0008270|GO:0016491|GO:0055114
Solyc01g107590.3.1	GO:0016491
Solyc01g107590.3.1	GO:0055114
Solyc01g107630.3.1	GO:0007049
Solyc01g107650.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g107670.2.1	GO:0005515
Solyc01g107690.3.1	GO:0005524
Solyc01g107690.3.1	GO:0005524|GO:0006457|GO:0051082
Solyc01g107695.1.1	GO:0004061|GO:0019441
Solyc01g107700.3.1	GO:0004061|GO:0019441
Solyc01g107730.3.1	GO:0005634
Solyc01g107740.3.1	GO:0005515
Solyc01g107750.3.1	GO:0004725|GO:0016311|GO:0016791
Solyc01g107750.3.1	GO:0005515
Solyc01g107760.3.1	GO:0006508|GO:0008234
Solyc01g107760.3.1	GO:0008234
Solyc01g107770.2.1	GO:0008152|GO:0016758
Solyc01g107780.3.1	GO:0008152|GO:0016758
Solyc01g107800.3.1	GO:0045492
Solyc01g107810.2.1	GO:0008152|GO:0016758
Solyc01g107820.2.1	GO:0008152|GO:0016758
Solyc01g107830.3.1	GO:0008152|GO:0016758
Solyc01g107853.1.1	GO:0008152|GO:0016758
Solyc01g107857.1.1	GO:0008152|GO:0016758
Solyc01g107870.3.1	GO:0000166
Solyc01g107870.3.1	GO:0003676
Solyc01g107870.3.1	GO:0003723
Solyc01g107880.3.1	GO:0008270
Solyc01g107900.3.1	GO:0004144
Solyc01g107900.3.1	GO:0004144|GO:0045017
Solyc01g107910.3.1	GO:0008171
Solyc01g107930.3.1	GO:0005515|GO:0008270
Solyc01g107940.3.1	GO:0005515|GO:0008270
Solyc01g107950.2.1	GO:0008152|GO:0016597
Solyc01g107950.2.1	GO:0046983
Solyc01g107960.3.1	GO:0046983
Solyc01g107962.1.1	GO:0046983
Solyc01g107970.1.1	GO:0046983
Solyc01g107980.3.1	GO:0004842|GO:0016567
Solyc01g107980.3.1	GO:0005488
Solyc01g107990.3.1	GO:0006629|GO:0008081
Solyc01g108000.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g108000.3.1	GO:0004672|GO:0006468
Solyc01g108000.3.1	GO:0005524
Solyc01g108010.3.1	GO:0005777|GO:0010468
Solyc01g108020.3.1	GO:0006662|GO:0015035|GO:0045454
Solyc01g108020.3.1	GO:0045454
Solyc01g108030.3.1	GO:0016874
Solyc01g108047.1.1	GO:0003700|GO:0006355|GO:0008270|GO:0043565
Solyc01g108047.1.1	GO:0006355|GO:0008270
Solyc01g108060.2.1	GO:0016874
Solyc01g108070.3.1	GO:0036524|GO:0036525
Solyc01g108110.3.1	GO:0006486|GO:0008417|GO:0016020
Solyc01g108120.3.1	GO:0003677
Solyc01g108130.3.1	GO:0003677
Solyc01g108140.3.1	GO:0003677
Solyc01g108150.3.1	GO:0016491
Solyc01g108150.3.1	GO:0055114
Solyc01g108160.3.1	GO:0006914
Solyc01g108160.3.1	GO:0006914|GO:0030242
Solyc01g108180.3.1	GO:0005515
Solyc01g108180.3.1	GO:0008270
Solyc01g108190.3.1	GO:0005509
Solyc01g108210.3.1	GO:0005506|GO:0016705|GO:0020037|GO:0055114
Solyc01g108210.3.1	GO:0016705|GO:0055114
Solyc01g108230.3.1	GO:0005783|GO:0016021
Solyc01g108230.3.1	GO:0016021
Solyc01g108240.3.1	GO:0003677
Solyc01g108240.3.1	GO:0003700|GO:0006355
Solyc01g108250.3.1	GO:0005515
Solyc01g108270.3.1	GO:0005515
Solyc01g108280.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g108280.3.1	GO:0004672|GO:0006468
Solyc01g108280.3.1	GO:0005524
Solyc01g108290.3.1	GO:0003677
Solyc01g108290.3.1	GO:0005515
Solyc01g108300.3.1	GO:0003677
Solyc01g108310.3.1	GO:0000166
Solyc01g108310.3.1	GO:0003676
Solyc01g108320.3.1	GO:0004601|GO:0006979|GO:0020037|GO:0055114
Solyc01g108320.3.1	GO:0004601|GO:0042744
Solyc01g108320.3.1	GO:0004601|GO:0055114
Solyc01g108340.3.1	GO:0000413|GO:0003755|GO:0006457
Solyc01g108340.3.1	GO:0003755|GO:0006457
Solyc01g108340.3.1	GO:0005515
Solyc01g108350.3.1	GO:0009055
Solyc01g108360.3.1	GO:0009055
Solyc01g108380.2.1	GO:0004867|GO:0009611
Solyc01g108390.3.1	GO:0004867|GO:0009611
Solyc01g108400.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g108400.3.1	GO:0004672|GO:0006468
Solyc01g108400.3.1	GO:0005524
Solyc01g108410.2.1	GO:0003700|GO:0006355|GO:0008270|GO:0043565
Solyc01g108410.2.1	GO:0005515
Solyc01g108410.2.1	GO:0006355|GO:0008270
Solyc01g108430.3.1	GO:0003676|GO:0005634|GO:0008270
Solyc01g108430.3.1	GO:0003676|GO:0008270
Solyc01g108430.3.1	GO:0008270
Solyc01g108450.3.1	GO:0004185|GO:0006508
Solyc01g108460.1.1	GO:0004185|GO:0006508
Solyc01g108470.2.1	GO:0004185|GO:0006508
Solyc01g108480.1.1	GO:0004185|GO:0006508
Solyc01g108490.3.1	GO:0004185|GO:0006508
Solyc01g108500.3.1	GO:0000166
Solyc01g108500.3.1	GO:0003676
Solyc01g108510.3.1	GO:0008146
Solyc01g108520.2.1	GO:0008152|GO:0016787
Solyc01g108530.3.1	GO:0008152|GO:0016787
Solyc01g108540.3.1	GO:0008152|GO:0016787
Solyc01g108560.4.1	GO:0008152|GO:0016787
Solyc01g108570.3.1	GO:0008152|GO:0016787
Solyc01g108580.3.1	GO:0008152|GO:0016787
Solyc01g108600.3.1	GO:0003824|GO:0046872
Solyc01g108600.3.1	GO:0006508
Solyc01g108600.3.1	GO:0046872
Solyc01g108610.3.1	GO:0004861|GO:0005634|GO:0007050
Solyc01g108630.3.1	GO:0016491|GO:0020037|GO:0051536|GO:0055114
Solyc01g108630.3.1	GO:0016491|GO:0055114
Solyc01g108660.3.1	GO:0003942|GO:0005737|GO:0008652|GO:0016620|GO:0046983|GO:0055114
Solyc01g108660.3.1	GO:0003942|GO:0006526|GO:0055114
Solyc01g108660.3.1	GO:0003942|GO:0055114
Solyc01g108660.3.1	GO:0016620|GO:0051287|GO:0055114
Solyc01g108670.3.1	GO:0003777|GO:0005524|GO:0007018
Solyc01g108670.3.1	GO:0003777|GO:0005524|GO:0007018|GO:0008017
Solyc01g108800.3.1	GO:0003860
Solyc01g108840.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g108840.3.1	GO:0004672|GO:0006468
Solyc01g108840.3.1	GO:0005524
Solyc01g108850.2.1	GO:0005515
Solyc01g108860.3.1	GO:0016491|GO:0055114
Solyc01g108870.3.1	GO:0016491|GO:0055114
Solyc01g108880.3.1	GO:0016491|GO:0055114
Solyc01g108930.3.1	GO:0003677
Solyc01g108935.1.1	GO:0003677
Solyc01g108940.2.1	GO:0003677
Solyc01g108950.2.1	GO:0003677
Solyc01g109040.3.1	GO:0009512
Solyc01g109050.2.1	GO:0004553|GO:0005975
Solyc01g109060.3.1	GO:0005515
Solyc01g109080.3.1	GO:0000184|GO:0004674|GO:0016310
Solyc01g109080.3.1	GO:0005488
Solyc01g109080.3.1	GO:0005515
Solyc01g109080.3.1	GO:0016301
Solyc01g109110.3.1	GO:0003924|GO:0004871|GO:0007186|GO:0019001|GO:0031683
Solyc01g109110.3.1	GO:0004871|GO:0007165
Solyc01g109120.3.1	GO:0005515
Solyc01g109140.3.1	GO:0004497|GO:0005506|GO:0016705|GO:0020037|GO:0055114
Solyc01g109140.3.1	GO:0005506|GO:0016705|GO:0020037|GO:0055114
Solyc01g109150.4.1	GO:0004497|GO:0005506|GO:0016705|GO:0020037|GO:0055114
Solyc01g109150.4.1	GO:0005506|GO:0016705|GO:0020037|GO:0055114
Solyc01g109160.4.1	GO:0005506|GO:0016705|GO:0020037|GO:0055114
Solyc01g109170.3.1	GO:0016021
Solyc01g109180.3.1	GO:0003824|GO:0008152
Solyc01g109200.3.1	GO:0005515|GO:0008270
Solyc01g109230.3.1	GO:0035556
Solyc01g109280.3.1	GO:0004842|GO:0016567
Solyc01g109280.3.1	GO:0005515|GO:0008270
Solyc01g109300.3.1	GO:0019288|GO:0046872|GO:0050992|GO:0051745
Solyc01g109310.3.1	GO:0006855|GO:0015238|GO:0015297|GO:0016020|GO:0055085
Solyc01g109320.3.1	GO:0006855|GO:0015238|GO:0015297|GO:0016020|GO:0055085
Solyc01g109340.3.1	GO:0005515|GO:0008270
Solyc01g109350.3.1	GO:0005515
Solyc01g109360.3.1	GO:0000166|GO:0004812|GO:0005524|GO:0006418
Solyc01g109360.3.1	GO:0004831
Solyc01g109370.3.1	GO:0008152|GO:0016746
Solyc01g109400.3.1	GO:0003955|GO:0010181
Solyc01g109400.3.1	GO:0010181
Solyc01g109400.3.1	GO:0016491
Solyc01g109410.3.1	GO:0003955|GO:0010181
Solyc01g109410.3.1	GO:0005789|GO:0018279
Solyc01g109410.3.1	GO:0010181
Solyc01g109410.3.1	GO:0016491
Solyc01g109420.3.1	GO:0003955|GO:0010181
Solyc01g109420.3.1	GO:0010181
Solyc01g109420.3.1	GO:0016491
Solyc01g109460.3.1	GO:0005215|GO:0016021|GO:0055085
Solyc01g109460.3.1	GO:0016020|GO:0022891|GO:0055085
Solyc01g109460.3.1	GO:0016021|GO:0022857|GO:0055085
Solyc01g109510.3.1	GO:0003677
Solyc01g109510.3.1	GO:0005515
Solyc01g109510.3.1	GO:0008270
Solyc01g109520.3.1	GO:0005525
Solyc01g109520.3.1	GO:0005525|GO:0007264
Solyc01g109530.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g109530.3.1	GO:0004672|GO:0006468
Solyc01g109530.3.1	GO:0005524
Solyc01g109540.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g109540.3.1	GO:0004672|GO:0006468
Solyc01g109540.3.1	GO:0005198|GO:0006886|GO:0016192|GO:0030126
Solyc01g109540.3.1	GO:0005488
Solyc01g109540.3.1	GO:0005524
Solyc01g109540.3.1	GO:0006886|GO:0016192|GO:0030117
Solyc01g109550.2.1	GO:0003690|GO:0006355
Solyc01g109560.3.1	GO:0005515
Solyc01g109560.3.1	GO:0007165
Solyc01g109570.3.1	GO:0004553|GO:0005975
Solyc01g109570.3.1	GO:0005515
Solyc01g109570.3.1	GO:0005975
Solyc01g109580.3.1	GO:0000902
Solyc01g109580.3.1	GO:0003779|GO:0007010
Solyc01g109590.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g109590.3.1	GO:0004672|GO:0006468
Solyc01g109590.3.1	GO:0005524
Solyc01g109620.3.1	GO:0016020|GO:0016651|GO:0051539|GO:0055114
Solyc01g109630.3.1	GO:0003690|GO:0006355
Solyc01g109640.3.1	GO:0006810
Solyc01g109640.3.1	GO:0008565|GO:0015031
Solyc01g109640.3.1	GO:0008565|GO:0030123
Solyc01g109650.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g109650.3.1	GO:0004672|GO:0006468
Solyc01g109650.3.1	GO:0005515
Solyc01g109655.1.1	GO:0000166
Solyc01g109655.1.1	GO:0003676
Solyc01g109655.1.1	GO:0003677
Solyc01g109660.2.1	GO:0000166
Solyc01g109660.2.1	GO:0003676
Solyc01g109670.3.1	GO:0003677
Solyc01g109690.1.1	GO:0003677
Solyc01g109700.3.1	GO:0046983
Solyc01g109710.3.1	GO:0006950
Solyc01g109720.3.1	GO:0003824
Solyc01g109740.3.1	GO:0005618|GO:0030599|GO:0042545
Solyc01g109750.2.1	GO:0005484|GO:0006886|GO:0016020
Solyc01g109750.2.1	GO:0005515
Solyc01g109750.2.1	GO:0016020
Solyc01g109750.2.1	GO:0016020|GO:0016192
Solyc01g109770.3.1	GO:0016021
Solyc01g109790.3.1	GO:0005978|GO:0008878
Solyc01g109790.3.1	GO:0009058|GO:0016779
Solyc01g109820.1.1	GO:0005515|GO:0008270
Solyc01g109830.3.1	GO:0004146|GO:0004799|GO:0006730|GO:0055114
Solyc01g109830.3.1	GO:0004146|GO:0006545|GO:0009165|GO:0055114
Solyc01g109830.3.1	GO:0004146|GO:0055114
Solyc01g109830.3.1	GO:0004799|GO:0006231
Solyc01g109850.3.1	GO:0003824
Solyc01g109850.3.1	GO:0008836|GO:0009089
Solyc01g109860.3.1	GO:0005215|GO:0005622|GO:0006810
Solyc01g109870.3.1	GO:0005215|GO:0005622|GO:0006810
Solyc01g109880.3.1	GO:0003700|GO:0006355|GO:0043565
Solyc01g109910.3.1	GO:0005515|GO:0008270
Solyc01g109920.2.1	GO:0006950|GO:0009415
Solyc01g109930.3.1	GO:0046854
Solyc01g109940.3.1	GO:0005524
Solyc01g109940.3.1	GO:0005737|GO:0016787|GO:0030163
Solyc01g109950.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g109950.3.1	GO:0004672|GO:0006468
Solyc01g109950.3.1	GO:0005524
Solyc01g109960.3.1	GO:0008641
Solyc01g109960.3.1	GO:0016925|GO:0019948
Solyc01g109970.3.1	GO:0005524
Solyc01g109980.3.1	GO:0003677
Solyc01g109980.3.1	GO:0003677|GO:0006355
Solyc01g109990.3.1	GO:0000166
Solyc01g109990.3.1	GO:0003676
Solyc01g110000.3.1	GO:0004553|GO:0005975
Solyc01g110000.3.1	GO:0005975
Solyc01g110010.3.1	GO:0005515
Solyc01g110020.3.1	GO:0003682
Solyc01g110030.3.1	GO:0005515
Solyc01g110050.1.1	GO:0003993|GO:0046872
Solyc01g110050.1.1	GO:0016787
Solyc01g110060.3.1	GO:0003993|GO:0046872
Solyc01g110060.3.1	GO:0016787
Solyc01g110070.2.1	GO:0006355
Solyc01g110070.2.1	GO:0008270
Solyc01g110080.2.1	GO:0004842|GO:0016567
Solyc01g110090.1.1	GO:0004842|GO:0016567
Solyc01g110090.1.1	GO:0005515|GO:0008270
Solyc01g110100.3.1	GO:0004842|GO:0016567
Solyc01g110100.3.1	GO:0005515|GO:0008270
Solyc01g110110.3.1	GO:0006508|GO:0008234
Solyc01g110110.3.1	GO:0008234
Solyc01g110120.3.1	GO:0000220
Solyc01g110120.3.1	GO:0015078|GO:0015991|GO:0033179
Solyc01g110130.3.1	GO:0003677|GO:0003678|GO:0005524|GO:0006270|GO:0042555
Solyc01g110130.3.1	GO:0003677|GO:0005524|GO:0006260
Solyc01g110180.3.1	GO:0005622|GO:0008270
Solyc01g110190.3.1	GO:0003777|GO:0005524|GO:0007018
Solyc01g110190.3.1	GO:0003777|GO:0005524|GO:0007018|GO:0008017
Solyc01g110200.2.1	GO:0000166
Solyc01g110200.2.1	GO:0003676
Solyc01g110210.2.1	GO:0003676
Solyc01g110220.1.1	GO:0000166
Solyc01g110220.1.1	GO:0003676
Solyc01g110230.1.1	GO:0000166
Solyc01g110230.1.1	GO:0003676
Solyc01g110260.2.1	GO:0000166
Solyc01g110260.2.1	GO:0003676
Solyc01g110270.3.1	GO:0003723
Solyc01g110280.3.1	GO:0006855|GO:0015238|GO:0015297|GO:0016020|GO:0055085
Solyc01g110290.3.1	GO:0004310|GO:0006696|GO:0051996
Solyc01g110290.3.1	GO:0004310|GO:0008610|GO:0016021
Solyc01g110290.3.1	GO:0009058|GO:0016740
Solyc01g110290.3.1	GO:0016765
Solyc01g110300.3.1	GO:0005515
Solyc01g110310.3.1	GO:0003677|GO:0005634|GO:0045893
Solyc01g110310.3.1	GO:0003700|GO:0006355|GO:0008270|GO:0043565
Solyc01g110310.3.1	GO:0006355|GO:0008270
Solyc01g110340.3.1	GO:0003824
Solyc01g110340.3.1	GO:0004553|GO:0005975
Solyc01g110360.3.1	GO:0003824
Solyc01g110360.3.1	GO:0004332|GO:0006096
Solyc01g110370.3.1	GO:0005622|GO:0008270
Solyc01g110380.3.1	GO:0003777|GO:0005524|GO:0007018
Solyc01g110380.3.1	GO:0003777|GO:0005524|GO:0007018|GO:0008017
Solyc01g110385.1.1	GO:0005747|GO:0006120
Solyc01g110400.2.1	GO:0005840
Solyc01g110410.3.1	GO:0006511
Solyc01g110440.4.1	GO:0003824
